deck,name,lat,lng,country,state,wordCount,date,link
"The swamps and subdivisions of southern Florida are overrun with invasive reptiles, including Burmese pythons and Nile monitor lizards. The only way to eliminate every last one of them is to follow the DNA trail they leave behind.",Eradicating the One Percent,26.563035,-81.97266,,,,2015-08-17T00:00:00,https://hakaimagazine.com/features/eradicating-one-percent/
How an unlikely fish is transforming fishing in The Gambia.,Sole Food,13.347912,-16.80064,,,,2015-08-10T00:11:00,https://hakaimagazine.com/features/sole-food/
Why do we love—or fear—the ocean?,Psyche and the Seashore,,,,,,2015-08-04T00:00:00,https://hakaimagazine.com/features/psyche-and-seashore/
Biologists are delving into the origins of sea otter tool use and why some sea otters become experts while others don’t bother.,The Quest for an Archaeology of Sea Otter Tool Use,,,,,,2015-07-20T00:00:00,https://hakaimagazine.com/features/quest-archaeology-sea-otter-tool-use/
"Tribes of the Columbia River watershed are hustling to keep the Pacific lamprey alive, one fish at a time.",Defenders of the Forgotten Fish,46.278596,-120.8743,,,"2,500 words, about 13 minutes",2015-07-13T00:00:00,https://hakaimagazine.com/features/defenders-forgotten-fish/
"In the Caymans, local divers and scientists are finally making headway against invasive lionfish.",Taming the Lionfish,19.555825,-80.60146,,,,2015-07-06T00:00:00,https://hakaimagazine.com/features/taming-lionfish/
Could these be the oldest human footprints in North America?,Time Travelers,51.664022,-128.0982,,,,2015-06-22T00:00:00,https://hakaimagazine.com/features/time-travelers/
Or how modern sport fishing threatens a timeless tradition.,What I Wish My Father Had Taught Me About Fishing,41.127515,-72.9234,,,,2015-06-19T00:05:00,https://hakaimagazine.com/features/what-i-wish-my-father-had-taught-me-about-fishing/
"In Mahabalipuram, India, a fisherman turned surfer turned sculptor helps shape the region’s growing surf scene.",The Surfing Sculptor,12.6189,80.198229,,,,2015-06-08T00:00:00,https://hakaimagazine.com/features/surfing-sculptor/
"Along southern Florida’s coast, the ancient Calusa constructed an entire island of shell and defied the Spanish Conquest.",The Fisher Kings,26.412115,-81.86411,,,,2015-06-03T00:05:00,https://hakaimagazine.com/features/fisher-kings/
"Although he lost his life far too soon, this Nova Scotia fisherman left a lasting legacy—a sustainable swordfish fishery.",Champion for Swordfish: Larry Sears,41.21,-67.38108,,,,2015-05-22T00:00:00,https://hakaimagazine.com/features/champion-swordfish-larry-sears/
"Only a handful of salt makers in Goa, India, keep a 1,500-year-old tradition alive. What will happen when they throw down their rakes?",The Mittkaars,15.625916,73.744048,,,,2015-05-18T00:00:00,https://hakaimagazine.com/features/mittkaars/
Engineers are struggling to keep up with demands from the megarich for ever-bigger megayachts.,Building a Private Titanic,,,,,,2015-05-06T00:05:00,https://hakaimagazine.com/features/building-private-titanic/
Water is fundamental for life: does the human brain have a special placeholder for it?,Homo Oceanus,37.427734,-122.1699,,,,2015-04-22T00:15:00,https://hakaimagazine.com/features/homo-oceanus/
"Despite its picturesque beauty, Canada’s cannery row was straight out of the Industrial Revolution, with an added measure of racial segregation.",The Ghosts of Cannery Row,49.124878,-123.1873,,,,2015-04-22T00:14:00,https://hakaimagazine.com/features/ghosts-cannery-row/
Did lowly shellfish change the world?,The Brine Revolution,-34.20901,22.090016,,,,2015-04-22T00:13:00,https://hakaimagazine.com/features/brine-revolution/
What island raccoons tell us about fear.,Bandits on the Beach,48.963908,-123.645,,,,2015-04-22T00:12:00,https://hakaimagazine.com/features/bandits-beach/
"Tropical fish collectors are loving the ocean to death. As the toll on reefs becomes better known, some public aquariums look for ways to lighten their environmental footprint.",Building a More Ethical Aquarium,48.942343,-125.55,,,,2015-04-22T00:11:00,https://hakaimagazine.com/features/building-more-ethical-aquarium/
Science writer Cameron Walker explores a strange disconnect in our relationship with marine animals.,"If You Feed Them, They Will Come",19.366585,-81.27787,,,,2015-04-22T00:10:00,https://hakaimagazine.com/features/if-you-feed-them-they-will-come/
"In Gaza and Israel, on the Mediterranean coast, a perennial optimist and an environmental organization work to overcome a border for the sake of sewage.","Land Divided, Coast United",31.554908,34.510424,,,,2015-04-22T00:09:00,https://hakaimagazine.com/features/land-divided-coast-united/
They’re not just for restaurant suggestions. Personalization technologies can bring individual creatures right to your mobile device (and conservation may never be the same).,Now It’s Personal,37.698765,-123.0034,,,,2015-04-22T00:08:00,https://hakaimagazine.com/features/now-its-personal/
"As stocks of premium fish come under increasing stress from the growing human population, inventive chefs are cooking down the food chain, finding new uses for less-desirable fish. Is this the future of sustainable seafood?",Other Fish to Fry,41.103865,-73.8286,,,,2015-04-22T00:07:00,https://hakaimagazine.com/features/other-fish-fry/
"With the right design, paper and water <em>can</em> mix to make a floatable boat.",The Paper Boats of Troy,40.7196806451724,-73.97008895874023,,,,2015-04-22T00:06:00,https://hakaimagazine.com/features/paper-boats-troy/
A Vermont farmer decides to reinvent how goods are shipped to market; will the shipping gods listen?,A Sailing Farmer Steers Toward a Post-Carbon Future,40.704894,-74.01369,,,,2015-04-22T00:05:00,https://hakaimagazine.com/features/sailing-farmer-steers-toward-post-carbon-future/
"To keep Massachusetts’s Mystic River friendly for boaters, a volunteer militia dives into the fray and beats back a well-armed invader.",The Tenacity of Water Chestnuts,42.400149,-71.09043,,,,2015-04-22T00:04:00,https://hakaimagazine.com/features/tenacity-water-chestnuts/
The convergence of Inuit wisdom and scientific study is helping researchers begin to understand what a changing Arctic means for the walrus (and for those who depend on it).,"What Now, Walrus?",,,,,,2015-04-22T00:03:00,https://hakaimagazine.com/features/what-now-walrus/
A group of unlikely athletes finds camaraderie and relief from pain in the frigid North Pacific waters off Canada’s Saltspring Island.,Becoming Seals,48.87672,-123.5695,,,,2015-04-22T00:02:00,https://hakaimagazine.com/features/becoming-seals/
A researcher’s discovery that trees and animals depend on salmon as much as people do has far-reaching implications for British Columbia’s forestry and fisheries policies.,Salmon Trees,,,,,,2015-04-22T00:01:00,https://hakaimagazine.com/features/salmon-trees/
"Like characters in a soap opera, boobies on a remote Mexican island cheat, kill, and jostle for power. One devoted researcher has been there to witness the antics—making some surprising realizations about our own behavior along the way.",Hugh and the Boobies,21.847527,-105.8845,,,,2015-04-22T00:00:00,https://hakaimagazine.com/features/hugh-and-boobies/
Artificial ceramic nests deployed on penguin colonies in South Africa could shield the endangered seabirds from rising temperatures.,New Nests Help African Penguins Beat the Heat,-33.91601456756445,26.01660905234377,,,,2022-11-23T00:01:25,https://hakaimagazine.com/news/new-nests-help-african-penguins-beat-the-heat/
"Fishing nets laced with spice did nothing to deter hungry dolphins, leaving fishers searching in their bid to beat depredation.",Dolphins Shrug Off Hot Sauce–Spiked Nets,39.019184,25.268555,,,,2022-11-21T00:01:36,https://hakaimagazine.com/news/dolphins-shrug-off-hot-sauce-spiked-nets/
A geological coincidence placed the Galapagos Islands in the line of an icy current that provides food and shelter in a warming ocean. The good news might not last for long.,The Galapagos Islands Will Be a Cool Refuge in a Warming World,-0.2619838,-90.7152749,Ecuador,Galápagos Islands,,2022-11-16T00:01:22,https://hakaimagazine.com/news/the-galapagos-islands-will-be-a-cool-refuge-in-a-warming-world/
"Inuvialuit fishers are adapting to rising numbers of Pacific salmon in the western Canadian Arctic, but fears remain about impacts on native species.",Salmon’s Arctic Expansion Has Communities Worried,,,,,,2022-11-14T00:01:19,https://hakaimagazine.com/news/salmons-arctic-expansion-has-communities-worried/
A vote next week will decide whether to overhaul the regulation and monitoring of the international shark fin trade.,Voting on the Future of the Shark Fin Trade,,,,,,2022-11-09T00:01:01,https://hakaimagazine.com/news/voting-on-the-future-of-the-shark-fin-trade/
"Wildfires, and the nutrients they bring, could make the Arctic Ocean more productive.",How Increasing Wildfires Could Transform the Arctic,,,,,,2022-11-07T00:05:39,https://hakaimagazine.com/news/how-increasing-wildfires-could-transform-the-arctic/
A new tracking study shows just how far belugas will go to avoid noise pollution.,Ship Noise Sends Beluga Whales Scrambling out of the Way,,,,,,2022-10-31T00:01:05,https://hakaimagazine.com/news/ship-noise-sends-beluga-whales-scrambling-out-of-the-way/
"For the first time, scientists have identified the calls of this elusive Southern Ocean resident.",Learn to Grunt and Growl like an Antarctic Minke Whale,,,,,,2022-10-26T00:01:58,https://hakaimagazine.com/news/learn-to-grunt-and-growl-like-an-antarctic-minke-whale/
"In summer months, the eastern Mediterranean Sea is expelling some of its carbon load, creating rock candy–like calcium carbonate crystals in the process.",A Warming Sea Is Forming Crystals and Belching CO₂,33.019713298085364,33.95547947080772,,,,2022-10-24T00:05:06,https://hakaimagazine.com/news/a-warming-sea-is-forming-crystals-and-belching-co2/
"Shark skin is the envy of engineers trying to maximize hydrodynamics, but shark skin–inspired materials have a long way to go before they work like the real thing.",Suiting Up like a Shark Is Still a Struggle,,,,,,2022-10-19T00:01:47,https://hakaimagazine.com/news/suiting-up-like-a-shark-is-still-a-struggle/
What a five-year fight over a few dozen clams shows about the inconsistent rights of Indigenous tribes.,The Precarious Position of Treaty-less Tribes,,,,,,2022-10-17T00:01:50,https://hakaimagazine.com/news/the-precarious-position-of-treaty-less-tribes/
"Temperate oysters have hogged the limelight, but heat-loving species have enormous potential to feed people, create economic opportunities, and rehab habitat in the tropics.",Tropical Oysters’ Time to Shine,-11.494033,133.446435,,,,2022-10-12T00:01:55,https://hakaimagazine.com/news/tropical-oysters-time-to-shine/
It’s not hard to convince people to want to hang out with a robot dolphin instead of the real thing.,Would You Swim with a Robot Dolphin?,,,,,,2022-10-06T00:01:50,https://hakaimagazine.com/news/would-you-swim-with-a-robot-dolphin/
"The developers of a new, easy-to-use, low-cost device are looking to make the deep sea accessible to everyone.",A New Eye on the Deep Sea,,,,,,2022-10-05T00:01:00,https://hakaimagazine.com/news/a-new-eye-on-the-deep-sea/
"As Earth’s ice melts once more, heed these ancient tales of land lost to the sea.","Memories of the End of the Last Ice Age, from Those Who Were There",,,,,,2022-10-03T00:01:33,https://hakaimagazine.com/news/memories-of-the-end-of-the-last-ice-age-from-those-who-were-there/
"Driftwood travels thousands of kilometers from Siberia to Iceland, but climate change may kill the centuries-old oceanic conveyor belt.",Iceland’s Sinking Driftwood Supply,65.9274969,-22.42896289999999,Iceland,,,2022-09-29T00:05:18,https://hakaimagazine.com/news/icelands-sinking-driftwood-supply/
Estimates of many deltas’ stabilities in the face of sea level rise were overoptimistic.,River Deltas Are Running Out of Land,,,,,,2022-09-28T00:01:21,https://hakaimagazine.com/news/river-deltas-are-running-out-of-land/
Fossils pulled from the quarry of an ancient Maya city reveal the dawn of reef fishes.,On the Origins of Reef Fishes,17.486932087848306,-92.0459866256022,Mexico,Chiapas,,2022-09-26T00:01:44,https://hakaimagazine.com/news/on-the-origins-of-reef-fishes/
"Illegal fishing in rockfish conservation areas around Galiano Island, British Columbia, spiked dramatically in 2020 and 2021.",Pandemic Poaching Sets Rockfish Conservation Effort Back Years,48.92306945633692,-123.435244524774,Canada,British Columbia,,2022-09-22T12:45:28,https://hakaimagazine.com/news/pandemic-poaching-sets-rockfish-conservation-effort-back-years/
